Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
39213221,05/17/2018 01:39:00 PM,05/18/2018 09:30:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11212,536 EAST   96 STREET,EAST   96 STREET,CHURCH AVE,LINDEN BLVD,,,ADDRESS,BROOKLYN,,N/A,Closed,,05/18/2018 09:30:00 AM,17 BROOKLYN,BROOKLYN,1007885,177962,Unspecified,BROOKLYN,,,,,,,,40.6551097267842,-73.91481884928848,"(40.6551097267842, -73.91481884928848)"
39212544,05/17/2018 02:12:00 PM,06/06/2018 08:43:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11222,935 LORIMER STREET,LORIMER STREET,BEDFORD AVE,NORMAN AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/06/2018 08:43:00 AM,01 BROOKLYN,BROOKLYN,997531,203138,Unspecified,BROOKLYN,,,,,,,,40.72423362203614,-73.95208529149072,"(40.72423362203614, -73.95208529149072)"
39209043,05/16/2018 10:06:00 AM,05/17/2018 08:21:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,10037,71 WEST  131 STREET,WEST  131 STREET,5 AVE,LENOX AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,05/17/2018 08:21:00 AM,10 MANHATTAN,MANHATTAN,1000436,234779,Unspecified,MANHATTAN,,,,,,,,40.81107509326032,-73.9415285433526,"(40.81107509326032, -73.9415285433526)"
39208240,05/16/2018 03:36:00 PM,06/06/2018 08:40:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,10128,170 EAST   87 STREET,EAST   87 STREET,LEXINGTON AVE,3 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,06/06/2018 08:40:00 AM,08 MANHATTAN,MANHATTAN,996895,223399,Unspecified,MANHATTAN,,,,,,,,40.77984586073276,-73.9543417284556,"(40.77984586073276, -73.9543417284556)"
39203167,05/16/2018 01:55:00 PM,05/23/2018 07:19:00 AM,DEP,Department of Environmental Protection,Water Quality,"Oil, Grease In Water (QD1)",,11215,198 8 STREET,8 STREET,3 AVE,4 AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,05/23/2018 07:19:00 AM,06 BROOKLYN,BROOKLYN,987311,183853,Unspecified,BROOKLYN,,,,,,,,40.67131023075586,-73.98896539898266,"(40.67131023075586, -73.98896539898266)"
39200937,05/15/2018 06:34:00 PM,06/12/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,11233,2052 PACIFIC STREET,PACIFIC STREET,HOWARD AVE,SARATOGA AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/12/2018 12:00:00 AM,16 BROOKLYN,BROOKLYN,1007069,185534,Unspecified,BROOKLYN,,,,,,,,40.67589531673999,-73.9177341038397,"(40.67589531673999, -73.9177341038397)"
39200615,05/15/2018 08:53:00 AM,06/06/2018 08:40:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,10471,5400 FIELDSTON ROAD,FIELDSTON ROAD,HENRY HUDSON PY SB EN FIELDS,BEND,,,ADDRESS,BRONX,,N/A,Closed,,06/06/2018 08:40:00 AM,08 BRONX,BRONX,1011450,268032,Unspecified,BRONX,,,,,,,,40.90231752133392,-73.9016058820673,"(40.90231752133392, -73.9016058820673)"
39197793,05/15/2018 01:24:00 PM,,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,10462,831 KINSELLA STREET,KINSELLA STREET,MATTHEWS AVE,BRONXDALE AVE,,,ADDRESS,BRONX,,N/A,Open,,,11 BRONX,BRONX,1022723,247354,Unspecified,BRONX,,,,,,,,40.84552088779548,-73.86094538485447,"(40.84552088779548, -73.86094538485447)"
39195981,05/15/2018 04:08:00 PM,06/12/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,11385,2203 HARMAN STREET,HARMAN STREET,TONSOR ST,FOREST AVE,,,ADDRESS,Ridgewood,,N/A,Closed,,06/12/2018 12:00:00 AM,05 QUEENS,QUEENS,1010021,198548,Unspecified,QUEENS,,,,,,,,40.71160761186564,-73.90704192269271,"(40.71160761186564, -73.90704192269271)"
39195906,05/15/2018 08:52:00 AM,05/16/2018 07:00:00 AM,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,11235,3154 EMMONS AVENUE,EMMONS AVENUE,FORD ST,COYLE ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,05/16/2018 07:00:00 AM,15 BROOKLYN,BROOKLYN,1002573,152070,Unspecified,BROOKLYN,,,,,,,,40.58405418317125,-73.93403369871321,"(40.58405418317125, -73.93403369871321)"
39194707,05/15/2018 11:15:00 PM,06/13/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10301,417 VICTORY BOULEVARD,VICTORY BOULEVARD,AUSTIN PL,WOODSTOCK AVE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,06/13/2018 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,960029,169580,Unspecified,STATEN ISLAND,,,,,,,,40.63210136817792,-74.08726301479605,"(40.63210136817792, -74.08726301479605)"
39193191,05/15/2018 10:38:00 AM,05/16/2018 07:02:00 AM,DEP,Department of Environmental Protection,Water Quality,Defective Water Sampling Station (QSS),,11232,4021 7 AVENUE,7 AVENUE,40 ST,41 ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,05/16/2018 07:02:00 AM,07 BROOKLYN,BROOKLYN,984182,175316,Unspecified,BROOKLYN,,,,,,,,40.64787857403827,-74.0002450471573,"(40.64787857403827, -74.0002450471573)"
39192170,05/14/2018 07:45:00 PM,06/06/2018 08:40:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,10307,15 JEFFREY PLACE,JEFFREY PLACE,PAGE AVE,HAYWOOD ST,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,06/06/2018 08:40:00 AM,03 STATEN ISLAND,STATEN ISLAND,919714,125794,Unspecified,STATEN ISLAND,,,,,,,,40.51171582355558,-74.2320907910548,"(40.51171582355558, -74.2320907910548)"
39191424,05/14/2018 10:46:00 AM,05/15/2018 06:51:00 AM,DEP,Department of Environmental Protection,Water Quality,"No Sampling Required, Requested Information (QG2)",,10314,410 RICHMOND HILL ROAD,RICHMOND HILL ROAD,MERCURY LN,WELLINGTON CT,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,05/15/2018 06:51:00 AM,02 STATEN ISLAND,STATEN ISLAND,940842,151581,Unspecified,STATEN ISLAND,,,,,,,,40.58262463322077,-74.15627381772462,"(40.58262463322077, -74.15627381772462)"
39188223,05/14/2018 01:38:00 PM,06/13/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11225,115 LINCOLN ROAD,LINCOLN ROAD,FLATBUSH AVE,BEDFORD AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/13/2018 12:00:00 AM,09 BROOKLYN,BROOKLYN,995681,180127,Unspecified,BROOKLYN,,,,,,,,40.66107633929644,-73.95879870068023,"(40.66107633929644, -73.95879870068023)"
39187617,05/14/2018 08:22:00 PM,05/15/2018 08:09:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,10034,31 PARK TERRACE WEST,PARK TERRACE WEST,W 214 ST,W 215 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,05/15/2018 08:09:00 AM,12 MANHATTAN,MANHATTAN,1006803,256457,Unspecified,MANHATTAN,,,,,,,,40.87056089580695,-73.91845505104722,"(40.87056089580695, -73.91845505104722)"
39185063,05/14/2018 12:57:00 PM,05/15/2018 11:57:00 AM,DEP,Department of Environmental Protection,Water Quality,Other Water Problem (Use Comments) (QZZ),,11223,1887 STILLWELL AVENUE,STILLWELL AVENUE,82 ST,AVENUE S,,,ADDRESS,BROOKLYN,,N/A,Closed,,05/15/2018 11:57:00 AM,11 BROOKLYN,BROOKLYN,988137,158134,Unspecified,BROOKLYN,,,,,,,,40.60071673115249,-73.98600256618533,"(40.60071673115249, -73.98600256618533)"
39184869,05/14/2018 09:14:00 AM,06/25/2018 07:06:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,10027,2292 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,W 123 ST,W 124 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,06/25/2018 07:06:00 AM,10 MANHATTAN,MANHATTAN,997535,234022,Unspecified,MANHATTAN,,,,,,,,40.80900217727508,-73.95200981775822,"(40.80900217727508, -73.95200981775822)"
39183338,05/13/2018 04:17:00 PM,06/12/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,11427,89-17 221 STREET,221 STREET,89 AVE,90 AVE,,,ADDRESS,Queens Village,,N/A,Closed,,06/12/2018 12:00:00 AM,13 QUEENS,QUEENS,1055905,204994,Unspecified,QUEENS,,,,,,,,40.72904762706594,-73.74146666081215,"(40.72904762706594, -73.74146666081215)"
39177695,05/12/2018 01:33:00 PM,06/06/2018 08:40:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11221,1075 GREENE AVENUE,GREENE AVENUE,GOODWIN PL,BUSHWICK AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/06/2018 08:40:00 AM,04 BROOKLYN,BROOKLYN,1005170,191593,Unspecified,BROOKLYN,,,,,,,,40.69253057415811,-73.92456146669508,"(40.69253057415811, -73.92456146669508)"
39173386,05/12/2018 04:27:00 PM,05/14/2018 06:51:00 AM,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,11235,3154 EMMONS AVENUE,EMMONS AVENUE,FORD ST,COYLE ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,05/14/2018 06:51:00 AM,15 BROOKLYN,BROOKLYN,1002573,152070,Unspecified,BROOKLYN,,,,,,,,40.58405418317125,-73.93403369871321,"(40.58405418317125, -73.93403369871321)"
39171115,05/11/2018 11:45:00 AM,06/25/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11354,37-08 UNION STREET,UNION STREET,37 AVE,38 AVE,,,ADDRESS,Flushing,,N/A,Closed,,06/25/2018 12:00:00 AM,07 QUEENS,QUEENS,1032051,217035,Unspecified,QUEENS,,,,,,,,40.76225816236661,-73.82744673504165,"(40.76225816236661, -73.82744673504165)"
39169843,05/11/2018 10:05:00 AM,06/12/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11385,478 WOODWARD AVENUE,WOODWARD AVENUE,HARMAN ST,GREENE AVE,,,ADDRESS,Ridgewood,,N/A,Closed,,06/12/2018 12:00:00 AM,05 QUEENS,QUEENS,1009021,197163,Unspecified,QUEENS,,,,,,,,40.70780897349472,-73.91065409639779,"(40.70780897349472, -73.91065409639779)"
39167563,05/11/2018 01:42:00 PM,06/06/2018 08:39:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,10306,281 BURBANK AVENUE,BURBANK AVENUE,CLAWSON ST,HYLAN BLVD,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,06/06/2018 08:39:00 AM,02 STATEN ISLAND,STATEN ISLAND,953790,148043,Unspecified,STATEN ISLAND,,,,,,,,40.572967474201214,-74.10964363715901,"(40.572967474201214, -74.10964363715901)"
39167442,05/11/2018 11:47:00 AM,06/06/2018 08:39:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11237,1235 HALSEY STREET,HALSEY STREET,KNICKERBOCKER AVE,IRVING AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/06/2018 08:39:00 AM,04 BROOKLYN,BROOKLYN,1009849,191919,Unspecified,BROOKLYN,,,,,,,,40.693413071253254,-73.90768753855728,"(40.693413071253254, -73.90768753855728)"
39167437,05/11/2018 10:17:00 AM,05/14/2018 09:32:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10001,329 WEST   29 STREET,WEST   29 STREET,8 AVE,9 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,05/14/2018 09:32:00 AM,04 MANHATTAN,MANHATTAN,985153,212331,Unspecified,MANHATTAN,,,,,,,,40.74947605778429,-73.99674095519276,"(40.74947605778429, -73.99674095519276)"
39166445,05/11/2018 07:20:00 AM,06/13/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,10312,300 NOEL STREET,NOEL STREET,BARCLAY AVE,LIPSETT AVE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,06/13/2018 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,936833,132189,Unspecified,STATEN ISLAND,,,,,,,,40.529376874062024,-74.17057070451469,"(40.529376874062024, -74.17057070451469)"
39164006,05/11/2018 01:13:00 PM,05/14/2018 09:05:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11379,64-28 73 PLACE,73 PLACE,BEND,JUNIPER VALLEY RD,,,ADDRESS,Middle Village,,N/A,Closed,,05/14/2018 09:05:00 AM,05 QUEENS,QUEENS,1017092,199978,Unspecified,QUEENS,,,,,,,,40.715509195686934,-73.881529306562,"(40.715509195686934, -73.881529306562)"
39161215,05/10/2018 10:05:00 AM,06/06/2018 08:39:00 AM,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,11231,1 WEST    9 STREET,WEST    9 STREET,COLUMBIA ST,HICKS ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/06/2018 08:39:00 AM,06 BROOKLYN,BROOKLYN,982455,185997,Unspecified,BROOKLYN,,,,,,,,40.67719537580144,-74.0064713677479,"(40.67719537580144, -74.0064713677479)"
39158909,05/10/2018 10:22:00 PM,06/13/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10001,329 WEST   29 STREET,WEST   29 STREET,8 AVE,9 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,06/13/2018 12:00:00 AM,04 MANHATTAN,MANHATTAN,985153,212331,Unspecified,MANHATTAN,,,,,,,,40.74947605778429,-73.99674095519276,"(40.74947605778429, -73.99674095519276)"
39157794,05/10/2018 08:14:00 PM,06/12/2018 01:56:00 PM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,11217,134 LINCOLN PLACE,LINCOLN PLACE,6 AVE,7 AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/12/2018 01:56:00 PM,06 BROOKLYN,BROOKLYN,990989,185619,Unspecified,BROOKLYN,,,,,,,,40.676155468013356,-73.97570480904498,"(40.676155468013356, -73.97570480904498)"
39157332,05/10/2018 08:23:00 PM,06/12/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11375,101-07 ASCAN AVENUE,ASCAN AVENUE,KESSEL ST,JUNO ST,,,ADDRESS,Forest Hills,,N/A,Closed,,06/12/2018 12:00:00 AM,06 QUEENS,QUEENS,1027306,198655,Unspecified,QUEENS,,,,,,,,40.71183407017645,-73.8446929525403,"(40.71183407017645, -73.8446929525403)"
39154887,05/10/2018 03:24:00 PM,06/06/2018 09:20:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11220,774 52 STREET,52 STREET,7 AVE,8 AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/06/2018 09:20:00 AM,07 BROOKLYN,BROOKLYN,982698,172598,Unspecified,BROOKLYN,,,,,,,,40.64041811352477,-74.00559221570123,"(40.64041811352477, -74.00559221570123)"
39153397,05/09/2018 06:22:00 PM,06/25/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,11385,71-17 66 STREET,66 STREET,CENTRAL AVE,MYRTLE AVE,,,ADDRESS,Ridgewood,,N/A,Closed,,06/25/2018 12:00:00 AM,05 QUEENS,QUEENS,1015091,195193,Unspecified,QUEENS,,,,,,,,40.70238271637878,-73.88876940822286,"(40.70238271637878, -73.88876940822286)"
39150380,05/09/2018 10:25:00 AM,06/12/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,10128,402 EAST   90 STREET,EAST   90 STREET,1 AVE,YORK AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,06/12/2018 12:00:00 AM,08 MANHATTAN,MANHATTAN,998889,223191,Unspecified,MANHATTAN,,,,,,,,40.779271878203794,-73.94714229450884,"(40.779271878203794, -73.94714229450884)"
39146834,05/09/2018 01:30:00 PM,06/12/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,11375,140 GREENWAY NORTH,GREENWAY NORTH,PURITAN AVE,GOODWOOD RD,,,ADDRESS,Forest Hills,,N/A,Closed,,06/12/2018 12:00:00 AM,06 QUEENS,QUEENS,1028797,199476,Unspecified,QUEENS,,,,,,,,40.714080134347626,-73.83930935445764,"(40.714080134347626, -73.83930935445764)"
39146336,05/08/2018 12:00:00 AM,06/06/2018 08:38:00 AM,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,11226,735 OCEAN AVENUE,OCEAN AVENUE,BEVERLEY RD,CORTELYOU RD,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/06/2018 08:38:00 AM,14 BROOKLYN,BROOKLYN,995363,174120,Unspecified,BROOKLYN,,,,,,,,40.64458884036832,-73.95995478104278,"(40.64458884036832, -73.95995478104278)"
39143531,05/08/2018 04:09:00 PM,06/13/2018 01:55:00 PM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11234,2059 EAST   36 STREET,EAST   36 STREET,AVENUE S,AVENUE T,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/13/2018 01:55:00 PM,18 BROOKLYN,BROOKLYN,1003600,161098,Unspecified,BROOKLYN,,,,,,,,40.608832032126365,-73.9303104460213,"(40.608832032126365, -73.9303104460213)"
39141021,05/08/2018 02:48:00 PM,06/12/2018 01:21:00 PM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,11366,164-36 77 ROAD,77 ROAD,164 ST,166 ST,,,ADDRESS,Fresh Meadows,,N/A,Closed,,06/12/2018 01:21:00 PM,08 QUEENS,QUEENS,1038664,203015,Unspecified,QUEENS,,,,,,,,40.72373863094999,-73.8036884544666,"(40.72373863094999, -73.8036884544666)"
39136568,05/08/2018 10:50:00 AM,06/25/2018 01:23:00 PM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11103,30-20 36 STREET,36 STREET,30 AVE,31 AVE,,,ADDRESS,Astoria,,N/A,Closed,,06/25/2018 01:23:00 PM,01 QUEENS,QUEENS,1006984,217768,Unspecified,QUEENS,,,,,,,,40.764370051761844,-73.91793166774207,"(40.764370051761844, -73.91793166774207)"
39135540,05/08/2018 06:30:00 PM,06/25/2018 01:54:00 PM,DEP,Department of Environmental Protection,Water Quality,"Oil, Grease In Water (QD1)",,11230,1594 EAST    9 STREET,EAST    9 STREET,AVENUE O,AVENUE P,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/25/2018 01:54:00 PM,12 BROOKLYN,BROOKLYN,994134,161616,Unspecified,BROOKLYN,,,,,,,,40.61026945030385,-73.96440174009686,"(40.61026945030385, -73.96440174009686)"
39135028,05/07/2018 10:15:00 AM,05/14/2018 10:14:00 AM,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,11230,1269 EAST   18 STREET,EAST   18 STREET,AVENUE L,BAY AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,05/14/2018 10:14:00 AM,14 BROOKLYN,BROOKLYN,996070,165038,Unspecified,BROOKLYN,,,,,,,,40.61965976072492,-73.95742304413129,"(40.61965976072492, -73.95742304413129)"
39131566,05/07/2018 11:23:00 AM,06/13/2018 10:53:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10016,310 EAST   35 STREET,EAST   35 STREET,QUEENS MIDTOWN TUNNEL APPR,1 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,06/13/2018 10:53:00 AM,06 MANHATTAN,MANHATTAN,991317,210723,Unspecified,MANHATTAN,,,,,,,,40.74505972414765,-73.974495965424,"(40.74505972414765, -73.974495965424)"
39130578,05/07/2018 11:59:00 AM,06/12/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11434,176-40 SUNBURY ROAD,SUNBURY ROAD,IRWIN PL,120 AVE,,,ADDRESS,Jamaica,,N/A,Closed,,06/12/2018 12:00:00 AM,12 QUEENS,QUEENS,1048731,188657,Unspecified,QUEENS,,,,,,,,40.68426178361722,-73.76750697928759,"(40.68426178361722, -73.76750697928759)"
39130226,05/07/2018 12:52:00 PM,06/25/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,11103,28-28 42 STREET,42 STREET,28 AVE,30 AVE,,,ADDRESS,Astoria,,N/A,Closed,,06/25/2018 12:00:00 AM,01 QUEENS,QUEENS,1008536,217805,Unspecified,QUEENS,,,,,,,,40.764467479965184,-73.91232891378706,"(40.764467479965184, -73.91232891378706)"
39128859,05/07/2018 03:40:00 PM,06/12/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,11226,630 OCEAN AVENUE,OCEAN AVENUE,TENNIS CT,ALBEMARLE RD,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/12/2018 12:00:00 AM,14 BROOKLYN,BROOKLYN,995199,175204,Unspecified,BROOKLYN,,,,,,,,40.64756439030198,-73.96054398850201,"(40.64756439030198, -73.96054398850201)"
39128217,05/07/2018 10:33:00 PM,06/06/2018 08:38:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,11103,46-13 30 ROAD,30 ROAD,46 ST,47 ST,,,ADDRESS,Astoria,,N/A,Closed,,06/06/2018 08:38:00 AM,01 QUEENS,QUEENS,1009018,216368,Unspecified,QUEENS,,,,,,,,40.76052194954859,-73.91059421683806,"(40.76052194954859, -73.91059421683806)"
39125139,05/06/2018 09:51:00 PM,06/06/2018 08:36:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,10463,222 WEST  233 STREET,WEST  233 STREET,BROADWAY,KINGSBRIDGE AVE,,,ADDRESS,BRONX,,N/A,Closed,,06/06/2018 08:36:00 AM,08 BRONX,BRONX,1010769,260331,Unspecified,BRONX,,,,,,,,40.881182799949045,-73.90409984878502,"(40.881182799949045, -73.90409984878502)"
39109533,05/04/2018 07:54:00 AM,06/13/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11209,70 89 STREET,89 STREET,SHORE CT,COLONIAL RD,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/13/2018 12:00:00 AM,10 BROOKLYN,BROOKLYN,973645,166198,Unspecified,BROOKLYN,,,,,,,,40.62284525617274,-74.03820221346697,"(40.62284525617274, -74.03820221346697)"
39107586,05/04/2018 10:33:00 AM,06/25/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,10312,780 EDGEGROVE AVENUE,EDGEGROVE AVENUE,ELLSWORTH AVE,MARCY AVE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,06/25/2018 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,929387,134741,Unspecified,STATEN ISLAND,,,,,,,,40.53633869883142,-74.1973764129956,"(40.53633869883142, -74.1973764129956)"
39100241,05/03/2018 03:17:00 PM,06/06/2018 08:36:00 AM,DEP,Department of Environmental Protection,Water Quality,"No Sampling Required, Requested Information (QG2)",,10025,46 WEST   96 STREET,WEST   96 STREET,CENTRAL PARK W,COLUMBUS AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,06/06/2018 08:36:00 AM,07 MANHATTAN,MANHATTAN,993691,227886,Unspecified,MANHATTAN,,,,,,,,40.79216547960443,-73.96590434951534,"(40.79216547960443, -73.96590434951534)"
39098550,05/03/2018 10:11:00 PM,06/13/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10003,80 EAST    3 STREET,EAST    3 STREET,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,06/13/2018 12:00:00 AM,03 MANHATTAN,MANHATTAN,987474,203391,Unspecified,MANHATTAN,,,,,,,,40.72493742787808,-73.98836844782758,"(40.72493742787808, -73.98836844782758)"
39097823,05/03/2018 01:05:00 PM,06/25/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,11421,80-41 87 ROAD,87 ROAD,80 ST,85 ST,,,ADDRESS,Woodhaven,,N/A,Closed,,06/25/2018 12:00:00 AM,09 QUEENS,QUEENS,1022962,191022,Unspecified,QUEENS,,,,,,,,40.69090337234892,-73.86040601784666,"(40.69090337234892, -73.86040601784666)"
39095787,05/03/2018 03:58:00 PM,06/25/2018 01:22:00 PM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10463,3951 GOUVERNEUR AVENUE,GOUVERNEUR AVENUE,SEDGWICK AVE,VAN CORTLANDT PARK S,,,ADDRESS,BRONX,,N/A,Closed,,06/25/2018 01:22:00 PM,08 BRONX,BRONX,1014065,261041,Unspecified,BRONX,,,,,,,,40.88312100776275,-73.89217743817532,"(40.88312100776275, -73.89217743817532)"
